269	4	m_iDeliveredSkillID
273	4	m_iDeliveredSkillLevel
277	1	m_bShowGfxFinished
278	1	m_bChangePQRanking
279	1	m_bCompareItemAndInventory
280	4	m_ulInventorySlotNum
284	1	m_bTowerTask
285	1	m_bHomeTask
286	1	m_bDeliverInHostHome
287	1	m_bFinishInHostHome
288	1	m_bPQTask
289	4	m_ulPQExpCnt
301	1	m_bPQSubTask
302	1	m_bClearContrib
303	4	m_ulMonsterContribCnt
307	4	m_MonstersContrib
311	4	m_iPremNeedRecordTasksNum
315	1	m_bShowByNeedRecordTasksNum
316	4	m_iPremiseFactionContrib
320	1	m_bShowByFactionContrib
321	1	m_bAccountTaskLimit
322	1	m_bRoleTaskLimit
323	4	m_ulAccountTaskLimitCnt
327	1	m_bLeaveFactionFail
328	1	m_bNotIncCntWhenFailed
329	1	m_bNotClearItemWhenFailed
330	1	m_bDisplayInTitleTaskUI
331	1	m_ucPremiseTransformedForm
332	1	m_bShowByTransformed
333	4	m_ulPremise_Lev_Min
337	4	m_ulPremise_Lev_Max
341	4	m_bPremCheckMaxHistoryLevel
345	1	m_bShowByLev
346	1	m_bPremCheckReincarnation
347	4	m_ulPremReincarnationMin
351	4	m_ulPremReincarnationMax
355	1	m_bShowByReincarnation
356	1	m_bPremCheckRealmLevel
357	4	m_ulPremRealmLevelMin
361	4	m_ulPremRealmLevelMax
365	1	m_bPremCheckRealmExpFull
366	1	m_bShowByRealmLevel
367	4	m_ulPremItems
371	4	m_PremItems
375	1	m_bShowByItems
376	1	m_bPremItemsAnyOne
377	4	m_ulGivenItems
381	4	m_ulGivenCmnCount
385	4	m_ulGivenTskCount
389	4	m_GivenItems
393	4	m_ulPremise_Deposit
397	1	m_bShowByDeposit
398	4	m_lPremise_Reputation
402	4	m_lPremise_RepuMax
406	1	m_bShowByRepu
407	4	m_ulPremise_Task_Count
411	80	m_ulPremise_Tasks
491	1	m_bShowByPreTask
492	4	m_ulPremise_Task_Least_Num
496	4	m_ulPremise_Period
500	1	m_bShowByPeriod
501	4	m_ulPremise_Faction
505	4	m_iPremise_FactionRole
509	1	m_bShowByFaction
510	4	m_ulGender
514	1	m_bShowByGender
515	4	m_ulOccupations
519	48	m_Occupations
567	1	m_bShowByOccup
568	1	m_bPremise_Spouse
569	1	m_bShowBySpouse
570	1	m_bPremiseWeddingOwner
571	1	m_bShowByWeddingOwner
572	1	m_bGM
573	1	m_bShieldUser
574	1	m_bShowByRMB
575	4	m_ulPremRMBMin
579	4	m_ulPremRMBMax
583	1	m_bCharTime
584	1	m_bShowByCharTime
585	4	m_iCharStartTime
589	4	m_iCharEndTime
593	24	m_tmCharEndTime
617	4	m_ulCharTimeGreaterThan
621	4	m_ulPremise_Cotask
625	4	m_ulCoTaskCond
629	4	m_ulMutexTaskCount
633	20	m_ulMutexTasks
653	16	m_lSkillLev
669	1	m_DynTaskType
670	4	m_ulSpecialAward
674	1	m_bTeamwork
675	1	m_bRcvByTeam
676	1	m_bSharedTask
677	1	m_bSharedAchieved
678	1	m_bCheckTeammate
679	4	m_fTeammateDist
683	1	m_bAllFail
684	1	m_bCapFail
685	1	m_bCapSucc
686	4	m_fSuccDist
690	1	m_bDismAsSelfFail
691	1	m_bRcvChckMem
692	4	m_fRcvMemDist
696	1	m_bCntByMemPos
697	4	m_fCntMemDist
701	1	m_bAllSucc
702	1	m_bCoupleOnly
703	1	m_bDistinguishedOcc
704	4	m_ulTeamMemsWanted
708	4	m_TeamMemsWanted
712	1	m_bShowByTeam
713	1	m_bPremNeedComp
714	4	m_nPremExp1AndOrExp2
718	20	m_Prem1KeyValue
738	20	m_Prem2KeyValue
758	1	m_bPremCheckForce
759	4	m_iPremForce
763	1	m_bShowByForce
764	4	m_iPremForceReputation
768	1	m_bShowByForceReputation
769	4	m_iPremForceContribution
773	1	m_bShowByForceContribution
774	4	m_iPremForceExp
778	1	m_bShowByForceExp
779	4	m_iPremForceSP
783	1	m_bShowByForceSP
784	4	m_iPremForceActivityLevel
788	1	m_bShowByForceActivityLevel
789	1	m_bPremIsKing
790	1	m_bShowByKing
791	1	m_bPremNotInTeam
792	1	m_bShowByNotInTeam
793	4	m_iPremTitleNumTotal
797	4	m_iPremTitleNumRequired
801	4	m_PremTitles
805	1	m_bShowByTitle
806	8	m_iPremHistoryStageIndex
814	1	m_bShowByHistoryStage
815	4	m_ulPremGeneralCardCount
819	1	m_bShowByGeneralCard
820	4	m_iPremGeneralCardRank
824	4	m_ulPremGeneralCardRankCount
828	1	m_bShowByGeneralCardRank
829	4	m_ulPremIconStateID
833	1	m_bShowByIconStateID
834	4	m_iVIPLevelMin
838	4	m_iVIPLevelMax
842	1	m_bShowByVIPLevel
843	1	m_bPremNoHome
844	4	m_iPremHomeLevelMin
848	4	m_iPremHomeLevelMax
852	1	m_bShowByHomeLevel
853	4	m_iPremHomeResourceLevelType
857	4	m_iPremHomeResourceLevelMin
861	4	m_iPremHomeResourceLevelMax
865	1	m_bShowByHomeResourceLevel
866	4	m_iPremHomeFactoryLevelType
870	4	m_iPremHomeFactoryLevelMin
874	4	m_iPremHomeFactoryLevelMax
878	1	m_bShowByHomeFactoryLevel
879	4	m_iPremHomeFlourishMin
883	4	m_iPremHomeFlourishMax
887	1	m_bShowByHomeFlourish
888	1	m_bPremHomeStorageTask
889	1	m_bShowByHomeStorageTask
890	4	m_enumMethod
894	4	m_enumFinishType
898	4	m_ulPlayerWanted
902	4	m_PlayerWanted
906	4	m_ulMonsterWanted
910	4	m_MonsterWanted
914	4	m_ulItemsWanted
918	4	m_ItemsWanted
922	4	m_ulGoldWanted
926	4	m_iFactionContribWanted
930	4	m_iFactionExpContribWanted
934	4	m_ulNPCToProtect
938	4	m_ulProtectTimeLen
942	4	m_ulNPCMoving
946	4	m_ulNPCDestSite
950	4	m_pReachSite
954	4	m_ulReachSiteCnt
958	4	m_ulReachSiteId
962	4	m_ulWaitTime
966	12	m_TreasureStartZone
978	1	m_ucZonesNumX
979	1	m_ucZonesNumZ
980	1	m_ucZoneSide
981	4	m_pLeaveSite
985	4	m_ulLeaveSiteCnt
989	4	m_ulLeaveSiteId
993	1	m_bFinNeedComp
994	4	m_nFinExp1AndOrExp2
998	20	m_Fin1KeyValue
1018	20	m_Fin2KeyValue
1038	4	m_ulExpCnt
1050	4	m_ulTaskCharCnt
1058	1	m_ucTransformedForm
1059	4	m_ulReachLevel
1063	4	m_ulReachReincarnationCount
1067	4	m_ulReachRealmLevel
1071	4	m_uiEmotion
1075	4	m_ulTMIconStateID
1079	4	m_ulTMHomeLevelType
1083	4	m_ulTMReachHomeLevel
1087	4	m_ulTMReachHomeFlourish
1091	4	m_ulHomeItemsWanted
1095	4	m_HomeItemsWanted
1099	4	m_ulAwardType_S
1103	4	m_ulAwardType_F
1107	4	m_Award_S
1111	4	m_Award_F
1115	4	m_AwByRatio_S
1119	4	m_AwByRatio_F
1123	4	m_AwByItems_S
1127	4	m_AwByItems_F
1131	4	m_ulParent
1135	4	m_ulPrevSibling
1139	4	m_ulNextSibling
1143	4	m_ulFirstChild
1147	1	m_bIsLibraryTask
1148	4	m_fLibraryTasksProbability
1152	1	m_bIsUniqueStorageTask
1153	4	m_iWorldContribution
TOTAL	1157
