106	NPC_PETLEARNSKILL_SERVICE	npc_petlearnskill_service_array	584
107	NPC_PETFORGETSKILL_SERVICE	npc_petforgetskill_service_array	76
108	SKILLMATTER_ESSENCE	skillmatter_essence_array	356
109	REFINE_TICKET_ESSENCE	refine_ticket_essence_array	444
110	DESTROYING_ESSENCE	destroying_essence_array	344
111	NPC_EQUIPBIND_SERVICE	npc_equipbind_service_array	92
112	NPC_EQUIPDESTROY_SERVICE	npc_equipdestroy_service_array	76
113	NPC_EQUIPUNDESTROY_SERVICE	npc_equipundestroy_service_array	76
114	BIBLE_ESSENCE	bible_essence_array	392
115	SPEAKER_ESSENCE	speaker_essence_array	348
116	AUTOMP_ESSENCE	automp_essence_array	356
117	AUTOHP_ESSENCE	autohp_essence_array	356
118	DOUBLE_EXP_ESSENCE	double_exp_essence_array	348
119	TRANSMITSCROLL_ESSENCE	transmitscroll_essence_array	344
120	DYE_TICKET_ESSENCE	dye_ticket_essence_array	372
121	GOBLIN_ESSENCE	goblin_essence_array	1356
122	GOBLIN_EQUIP_TYPE	goblin_equip_type_array	68
123	GOBLIN_EQUIP_ESSENCE	goblin_equip_essence_array	392
124	GOBLIN_EXPPILL_ESSENCE	goblin_exppill_essence_array	352
125	SELL_CERTIFICATE_ESSENCE	sell_certificate_essence_array	612
126	TARGET_ITEM_ESSENCE	target_item_essence_array	548
127	LOOK_INFO_ESSENCE	look_info_essence_array	344
128	UPGRADE_PRODUCTION_CONFIG	upgrade_production_config_array	1028
129	ACC_STORAGE_BLACKLIST_CONFIG	acc_storage_blacklist_config_array	2116
130	FACE_HAIR_TEXTURE_MAP	face_hair_texture_map_array	1092
131	MULTI_EXP_CONFIG	multi_exp_config_array	468
132	INC_SKILL_ABILITY_ESSENCE	inc_skill_ability_essence_array	356
133	GOD_EVIL_CONVERT_CONFIG	god_evil_convert_config_array	1092
134	WEDDING_CONFIG	wedding_config_array	908
135	WEDDING_BOOKCARD_ESSENCE	wedding_bookcard_essence_array	356
136	WEDDING_INVITECARD_ESSENCE	wedding_invitecard_essence_array	344
137	SHARPENER_ESSENCE	sharpener_essence_array	372
138	FACE_THIRDEYE_ESSENCE	face_thirdeye_essence_array	336
139	FACTION_FORTRESS_CONFIG	faction_fortress_config_array	1956
140	FACTION_BUILDING_SUB_TYPE	faction_building_sub_type_array	68
141	FACTION_BUILDING_ESSENCE	faction_building_essence_array	280
142	FACTION_MATERIAL_ESSENCE	faction_material_essence_array	376
143	CONGREGATE_ESSENCE	congregate_essence_array	508
144	ENGRAVE_MAJOR_TYPE	engrave_major_type_array	68
145	ENGRAVE_SUB_TYPE	engrave_sub_type_array	68
146	ENGRAVE_ESSENCE	engrave_essence_array	560
147	NPC_ENGRAVE_SERVICE	npc_engrave_service_array	132
148	NPC_RANDPROP_SERVICE	npc_randprop_service_array	228
149	RANDPROP_TYPE	randprop_type_array	68
150	RANDPROP_ESSENCE	randprop_essence_array	280
151	WIKI_TABOO_CONFIG	wiki_taboo_config_array	5188
152	FORCE_CONFIG	force_config_array	740
153	FORCE_TOKEN_ESSENCE	force_token_essence_array	356
154	NPC_FORCE_SERVICE	npc_force_service_array	72
155	PLAYER_DEATH_DROP_CONFIG	player_death_drop_config_array	1092
156	DYNSKILLEQUIP_ESSENCE	dynskillequip_essence_array	360
157	CONSUME_POINTS_CONFIG	consume_points_config_array	8260
158	ONLINE_AWARDS_CONFIG	online_awards_config_array	2632
159	COUNTRY_CONFIG	country_config_array	1676
160	GM_ACTIVITY_CONFIG	gm_activity_config_array	136
161	FASHION_WEAPON_CONFIG	fashion_weapon_config_array	128
162	PET_EVOLVE_CONFIG	pet_evolve_config_array	428
163	PET_EVOLVED_SKILL_CONFIG	pet_evolved_skill_config_array	84
164	MONEY_CONVERTIBLE_ESSENCE	money_convertible_essence_array	344
165	STONE_CHANGE_RECIPE_TYPE	stone_change_recipe_type_array	68
166	STONE_CHANGE_RECIPE	stone_change_recipe_array	148
167	MERIDIAN_CONFIG	meridian_config_array	308
168	PET_EVOLVED_SKILL_RAND_CONFIG	pet_evolved_skill_rand_config_array	440
169	AUTOTASK_DISPLAY_CONFIG	autotask_display_config_array	4356
170	TOUCH_SHOP_CONFIG	touch_shop_config_array	2244
171	TITLE_CONFIG	title_config_array	1132
172	COMPLEX_TITLE_CONFIG	complex_title_config_array	1168
173	MONSTER_SPIRIT_ESSENCE	monster_spirit_essence_array	356
174	PLAYER_SPIRIT_CONFIG	player_spirit_config_array	232
175	PLAYER_REINCARNATION_CONFIG	player_reincarnation_config_array	148
176	HISTORY_STAGE_CONFIG	history_stage_config_array	588
177	HISTORY_ADVANCE_CONFIG	history_advance_config_array	196
178	AUTOTEAM_CONFIG	autoteam_config_array	1148
179	PLAYER_REALM_CONFIG	player_realm_config_array	868
180	CHARIOT_CONFIG	chariot_config_array	784
181	CHARIOT_WAR_CONFIG	chariot_war_config_array	92
182	POKER_LEVELEXP_CONFIG	poker_levelexp_config_array	488
183	POKER_SUITE_ESSENCE	poker_suite_essence_array	96
184	POKER_DICE_ESSENCE	poker_dice_essence_array	2396
185	POKER_SUB_TYPE	poker_sub_type_array	80
186	POKER_ESSENCE	poker_essence_array	728
187	TOKEN_SHOP_CONFIG	token_shop_config_array	324
188	SHOP_TOKEN_ESSENCE	shop_token_essence_array	348
189	GT_CONFIG	gt_config_array	76
190	RAND_SHOP_CONFIG	rand_shop_config_array	2128
191	PROFIT_TIME_CONFIG	profit_time_config_array	72
192	FACTION_PVP_CONFIG	faction_pvp_config_array	468
193	UNIVERSAL_TOKEN_ESSENCE	universal_token_essence_array	476
194	TASK_LIST_CONFIG	task_list_config_array	1092
195	TASK_DICE_BY_WEIGHT_CONFIG	task_dice_by_weight_config_array	204
196	FASHION_SUITE_ESSENCE	fashion_suite_essence_array	224
197	FASHION_BEST_COLOR_CONFIG	fashion_best_color_config_array	836
198	SIGN_AWARD_CONFIG	sign_award_config_array	316
199	ASTROLABE_ESSENCE	astrolabe_essence_array	764
200	ASTROLABE_RANDOM_ADDON_ESSENCE	astrolabe_random_addon_essence_array	348
201	ASTROLABE_INC_INNER_POINT_VALUE_ESSENCE	astrolabe_inc_inner_point_value_essence_array	396
202	ASTROLABE_INC_EXP_ESSENCE	astrolabe_inc_exp_essence_array	348
203	ITEM_PACKAGE_BY_PROFESSION_ESSENCE	item_package_by_profession_essence_array	444
204	ASTROLABE_LEVELEXP_CONFIG	astrolabe_levelexp_config_array	468
205	ASTROLABE_ADDON_RANDOM_CONFIG	astrolabe_addon_random_config_array	508
206	ASTROLABE_APPEARANCE_CONFIG	astrolabe_appearance_config_array	1428
207	EQUIP_MAKE_HOLE_CONFIG	equip_make_hole_config_array	1028
208	SOLO_TOWER_CHALLENGE_LEVEL_CONFIG	solo_tower_challenge_level_config_array	2940
209	SOLO_TOWER_CHALLENGE_AWARD_PAGE_CONFIG	solo_tower_challenge_award_page_config_array	308
210	SOLO_TOWER_CHALLENGE_AWARD_LIST_CONFIG	solo_tower_challenge_award_list_config_array	1364
211	SOLO_TOWER_CHALLENGE_SCORE_COST_CONFIG	solo_tower_challenge_score_cost_config_array	8772
212	MNFACTION_WAR_CONFIG	mnfaction_war_config_array	684
213	NPC_CROSS_SERVER_SERVICE	npc_cross_server_service_array	104
